date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2009-01-05,sh.000001,1849.0200,1880.7160,1844.0940,1880.7160,1820.8050,6713671500,46100959083.0000,3,0.013630,1,3.290351,0
2009-01-06,sh.000001,1878.8270,1938.6900,1871.9710,1937.1450,1880.7160,9906675600,69012567705.0000,3,0.020068,1,3.000404,0
2009-01-07,sh.000001,1938.9740,1948.2330,1920.5150,1924.0120,1937.1450,9236008600,63931164740.0000,3,0.018708,1,-0.677959,0
2009-01-08,sh.000001,1890.2420,1894.1710,1862.2630,1878.1810,1924.0120,8037400000,55076814285.0000,3,0.016279,1,-2.382050,0
2009-01-09,sh.000001,1875.1640,1909.3490,1875.1640,1904.8610,1878.1810,7122477900,50131264134.0000,3,0.014421,1,1.420520,0
2009-01-12,sh.000001,1897.7030,1924.4410,1886.8330,1900.3470,1904.8610,8364555700,59507232593.0000,3,0.016901,1,-0.236968,0
2009-01-13,sh.000001,1880.8680,1888.3090,1861.8110,1863.3670,1900.3470,7383646000,49268185747.0000,3,0.014905,1,-1.945966,0
2009-01-14,sh.000001,1862.3100,1929.2760,1862.3090,1928.8690,1863.3670,8791805100,64187216921.0000,3,0.017748,1,3.515254,0
2009-01-15,sh.000001,1912.7720,1937.7280,1902.5420,1920.2060,1928.8690,11598440900,83224642456.0000,3,0.023400,1,-0.449121,0
2009-01-16,sh.000001,1928.9220,1984.7280,1928.9220,1954.4380,1920.2060,13297253800,100032422214.0000,3,0.026797,1,1.782722,0
2009-01-19,sh.000001,1971.0000,2018.5100,1966.1880,1986.6720,1954.4380,10940136100,81124780587.0000,3,0.022029,1,1.649272,0
2009-01-20,sh.000001,1981.1470,1994.8090,1956.1020,1994.1070,1986.6720,7456538900,55559942615.0000,3,0.015015,1,0.374247,0
2009-01-21,sh.000001,1965.9440,2007.9110,1960.5290,1985.0160,1994.1070,8728919800,68074243531.0000,3,0.017571,1,-0.455896,0
2009-01-22,sh.000001,1996.0860,2009.8510,1980.4380,2004.9510,1985.0160,8828449500,66506084643.0000,3,0.017770,1,1.004277,0
2009-01-23,sh.000001,2001.1720,2008.7880,1986.3480,1990.6570,2004.9510,8596770600,62932392386.0000,3,0.017279,1,-0.712939,0
2009-02-02,sh.000001,2008.1340,2012.7420,1987.1290,2011.6830,1990.6570,8476627200,61818715800.0000,3,0.016965,1,1.056234,0
2009-02-03,sh.000001,2011.7700,2060.9250,2005.0220,2060.8080,2011.6830,13440769400,96712688397.0000,3,0.026900,1,2.441991,0
2009-02-04,sh.000001,2068.0860,2108.2570,2067.7860,2107.7490,2060.8080,15178586700,110696114214.0000,3,0.030378,1,2.277792,0
2009-02-05,sh.000001,2106.8350,2149.4760,2082.5960,2098.0180,2107.7490,16535219700,124500738446.0000,3,0.033092,1,-0.461675,0
2009-02-06,sh.000001,2102.0780,2185.0860,2102.0780,2181.2390,2098.0180,16086018900,120665866595.0000,3,0.032174,1,3.966646,0
2009-02-09,sh.000001,2211.3170,2238.8940,2196.7080,2224.7140,2181.2390,19231268600,150469045890.0000,3,0.038394,1,1.993138,0
2009-02-10,sh.000001,2218.4890,2266.3980,2197.0070,2265.1610,2224.7140,17258736100,135681439586.0000,3,0.034432,1,1.818066,0
2009-02-11,sh.000001,2230.4900,2305.7050,2218.2970,2260.8200,2265.1610,20932807400,172321488281.0000,3,0.041761,1,-0.191634,0
2009-02-12,sh.000001,2265.7890,2274.2010,2191.8870,2248.0910,2260.8200,17397684800,142103890049.0000,3,0.034709,1,-0.563026,0
2009-02-13,sh.000001,2249.1850,2323.1200,2236.1780,2320.7920,2248.0910,19971551200,164495583289.0000,3,0.039835,1,3.233896,0
2009-02-16,sh.000001,2338.7580,2389.8780,2328.1790,2389.3870,2320.7920,21142761000,177943626091.0000,3,0.042089,1,2.955671,0
2009-02-17,sh.000001,2387.3540,2402.8070,2316.9340,2319.4410,2389.3870,19811783600,169208652573.0000,3,0.039403,1,-2.927364,0
2009-02-18,sh.000001,2271.2600,2295.7410,2206.0620,2209.8620,2319.4410,16246187900,135271731033.0000,3,0.032309,1,-4.724365,0
2009-02-19,sh.000001,2224.4900,2247.6160,2190.4730,2227.1250,2209.8620,12984405000,108339620206.0000,3,0.025822,1,0.781177,0
2009-02-20,sh.000001,2234.3650,2262.3320,2206.2110,2261.4780,2227.1250,12893810500,109165791609.0000,3,0.025635,1,1.542483,0
2009-02-23,sh.000001,2249.2890,2313.5940,2219.7140,2305.7770,2261.4780,16028911800,138632957860.0000,3,0.031837,1,1.958855,0
2009-02-24,sh.000001,2273.7550,2295.5900,2193.2680,2200.6540,2305.7770,18385310600,158380699123.0000,3,0.036510,1,-4.559116,0
2009-02-25,sh.000001,2222.5060,2234.0180,2142.6010,2206.5740,2200.6540,15237689800,131714313637.0000,3,0.030258,1,0.269007,0
2009-02-26,sh.000001,2201.6720,2237.5470,2102.3460,2121.2510,2206.5740,14863885200,127405686890.0000,3,0.029502,1,-3.866763,0
2009-02-27,sh.000001,2100.0630,2123.2440,2064.9180,2082.8520,2121.2510,12290521000,98102105111.0000,3,0.024386,1,-1.810202,0
2009-03-02,sh.000001,2066.2290,2102.1120,2052.9920,2093.4470,2082.8520,8746258700,72211341967.0000,3,0.017103,1,0.508676,0
2009-03-03,sh.000001,2047.2130,2088.6280,2037.0240,2071.4310,2093.4470,9778172800,79994309136.0000,3,0.019100,1,-1.051668,0
2009-03-04,sh.000001,2076.6160,2201.7270,2076.6160,2198.1070,2071.4310,15481127500,127892955248.0000,3,0.030240,1,6.115387,0
2009-03-05,sh.000001,2220.1500,2241.7610,2173.4910,2221.0760,2198.1070,18244110500,154447113354.0000,3,0.035630,1,1.044944,0
2009-03-06,sh.000001,2180.7880,2221.0400,2171.6680,2193.0070,2221.0760,12386323300,105456001939.0000,3,0.024180,1,-1.263750,0
2009-03-09,sh.000001,2205.7460,2232.6740,2116.4530,2118.7480,2193.0070,12430064700,103789266892.0000,3,0.024227,1,-3.386174,0
2009-03-10,sh.000001,2097.1390,2159.2680,2088.1620,2158.5680,2118.7480,8394026200,69210911817.0000,3,0.016348,1,1.879415,0
